repo_url,commit_sha,commit_message,llm_model,llm_classification,llm_reason
https://github.com/2dust/v2rayNG.git,3f778a1ea239d2f6780acab734776ffe76cd242d,"Optimize the source of tls sni
",deepseek-coder:6.7b,EnergySmell,"The code is checking if an IP address or URL is valid in multiple places. This could be optimized by creating a utility function that checks for both IP addresses and URLs, reducing the number of redundant checks."
https://github.com/2dust/v2rayNG.git,4fcb3f9d069ff9ca0edcc9e296df393499ce38de,"Refactor ConfigResult
",deepseek-coder:6.7b,HighComplexityDebt,"This commit refactors the ConfigResult data class to rename a field from 'socksPort' to 'domainPort'. This change is significant as it simplifies the structure of the code and makes the purpose of each field more clear. The renaming of fields in this way is considered a HighComplexityDebt, as it improves code readability without introducing new complexity."
https://github.com/2dust/v2rayNG.git,5bf7c98cd313fff0ab863bbe9c6b4fb57256f610,"Refactor outbound related code
",deepseek-coder:6.7b,HighComplexityDebt,"This commit refactors outbound related code, which includes the creation of new classes (ServersBean, VnextBean, UsersBean, WireGuardBean) and their usage in OutboundBean. This is a high complexity debt as it involves creating complex data structures for representing different types of configurations."
https://github.com/2dust/v2rayNG.git,46bc1a49dfbdda81c6f008334c1cdb6a09a02c73,"Refactor reference code with libv2ray remove protect
",deepseek-coder:6.7b,None,"No code smells detected in the commit. The changes are related to refactoring of V2RayServiceManager object, which includes optimizing if conditions and reducing redundancy."
https://github.com/2dust/v2rayNG.git,e1def0616a4f9c8fb91cc7d43da172276454e7e8,"Refactor the Outbound transport and tls in the configuration file
",deepseek-coder:6.7b,None,"No code smells detected in the provided diff. The changes are related to refactoring of V2rayConfig data class methods, which does not seem to be a significant change affecting any known code smells."
https://github.com/shadowsocks/shadowsocks-android.git,a7a852affb5ecb99d1195c5728f41a6e6c2e9c0a,"Simplify build instructions in README
",deepseek-coder:6.7b,None,"No matching files changed in diff for extensions: .kt. Therefore, this commit does not contain any Kotlin code changes."
https://github.com/shadowsocks/shadowsocks-android.git,d17873966b96ddf239aea5ef8cea541494d519e0,"Remove STORAGE permission on Android 10+
",deepseek-coder:6.7b,None,No matching files changed in diff for extensions: .kt. This commit does not contain any Kotlin code changes.
https://github.com/shadowsocks/shadowsocks-android.git,31cbe581ec94a199539aa2bdd0feb8e63253094e,"Mark underlyingNetwork as volatile

Attempts at addressing #2667.
",deepseek-coder:6.7b,HighComplexityDebt,"This commit is related to refactoring the codebase, specifically reducing complexity by removing unnecessary volatile keyword from 'underlyingNetwork' variable."
https://github.com/shadowsocks/shadowsocks-android.git,74e6766c63ae6ef672036469c66475e692040d6e,"Use Parcelize for TrafficStats
",deepseek-coder:6.7b,EnergySmell,"The use of Parcelize in Kotlin is a way to make data classes parcelable, which can be useful for passing data between different components of an Android application. However, it's not related to energy consumption optimization as the developer has added new methods like writeToParcel and describeContents that are required by Parcelable interface but did not have them before. This might lead to unnecessary battery usage if these methods are not properly implemented."
https://github.com/shadowsocks/shadowsocks-android.git,60c8449a7f69adf5838346575852edb43b034503,Simplify,deepseek-coder:6.7b,HighComplexityDebt,The code snippet is refactoring to reduce complexity. The use of MutableLiveData with a generic type parameter Status could be simplified by removing the generic type parameter.
https://github.com/square/leakcanary.git,316e0c8f67e9766feef82a8be8f890b9da9105bf,"Merge pull request #2684 from square/py/storage_not_deletion

rename HeapDumpDeletionStrategy to HeapDumpStorageStrategy",deepseek-coder:6.7b,None,"This commit does not contain any code smells as per the provided categories. The changes are related to renaming a class from HeapDumpDeletionStrategy to HeapDumpStorageStrategy and there is no indication of potential energy, concurrency, storage bloat or security vulnerability."
https://github.com/square/leakcanary.git,cbc1b032bc33db08ba841c606cf9864b2935d560,"rename HeapDumpDeletionStrategy to HeapDumpStorageStrategy
",deepseek-coder:6.7b,None,This commit does not contain any code smells as per the provided categories. The renaming of 'HeapDumpDeletionStrategy' to 'HeapDumpStorageStrategy' in the diff is a simple refactoring and doesn't seem to be related to any known code smell.
https://github.com/square/leakcanary.git,1c2eba286e195a467ac2c52bef4fb1f76623b9a2,"Small escape optimization
",deepseek-coder:6.7b,EnergySmell,"This commit is related to energy smells. The developer has introduced new variables (name, edgeKey), removed unnecessary lines of code in the previousTreeRootMap and added a few more lines of code which are responsible for managing gc roots. This could potentially lead to increased battery/CPU consumption if not handled properly."
https://github.com/square/leakcanary.git,0099954de72a852242e8bfd30b0f4022eac5b881,"Cleanup LiveObjectGrowthDetectorTest and move to leakcanary-jvm-test module
",deepseek-coder:6.7b,None,"No code smells detected in the provided diff. The commit is a cleanup of test cases related to memory leak detection, which does not seem to introduce any new code smells."
https://github.com/square/leakcanary.git,96eaf221b6130aeae634bd6c4c1609c22f986822,"Refactor tests
",deepseek-coder:6.7b,None,"No code smells detected in the provided diff. The changes are related to refactoring of test cases, which does not involve any significant energy or storage optimization."
https://github.com/gkd-kit/gkd.git,95ce6b5153df7ea89f374b8f428fee580c2e0054,"perf: update libs and proguard-rules.pro
",deepseek-coder:6.7b,None,"No matching files changed in diff for extensions: .kt. Therefore, the commit does not contain any Kotlin code changes."
https://github.com/gkd-kit/gkd.git,70704fc3363bd92d6bf87af9a4b865509d330948,"perf: proguard rule
",deepseek-coder:6.7b,None,"No matching files changed in diff for extensions: .kt. Therefore, the commit does not contain any Kotlin code changes."
https://github.com/gkd-kit/gkd.git,c8c5811366d77a80de4e5e9045aeb11773b0052c,"refactor: about page
",deepseek-coder:6.7b,None,"This commit does not seem to introduce any code smells based on the provided diff. The changes are purely refactoring related, such as importing a new utility function and updating some variable names."
https://github.com/gkd-kit/gkd.git,b60b76e996aa6e48f12c9e7bc6ae642deb27a520,"perf: Synchronized updateTopActivity
",deepseek-coder:6.7b,ConcurrencySmell,"The method 'updateTopActivity' is marked with the @Synchronized annotation, which means it should be accessed from a single thread. However, this method modifies shared mutable state (activityLogCount and lastActivityChangeTime) without synchronization."
https://github.com/gkd-kit/gkd.git,5e1911c033216c4bfb544dafe1a461471d566ca0,"perf: rm quickFind, type error message, synchronized update rules
",deepseek-coder:6.7b,ConcurrencySmell,"This commit is related to concurrency and thread-safety issues. The addition of the 'quickFind' field in the GkdAction data class, along with its usage in various places where shared state access without synchronization could lead to race conditions or deadlocks."
https://github.com/CymChad/BaseRecyclerViewAdapterHelper.git,d8604d19c86d8e4dd70510c7242391e95f5c3fa0,"refactor(ItemClickUtils): 整理代码
",deepseek-coder:6.7b,HighComplexityDebt,The refactoring of the code to make it more readable by reducing complexity is a high-complexity debt. The change from using an abstract class with public methods to one that uses protected methods reduces the number of exposed API surface and thus improves code structure.
https://github.com/CymChad/BaseRecyclerViewAdapterHelper.git,99df566bf923c7ef5811307c75966bc12bf2889b,"refactor(app): 整理demo
",deepseek-coder:6.7b,EnergySmell,"The commit is related to energy consumption. The developer has introduced a ValueAnimator which can cause battery drain if not properly managed. This includes the use of addUpdateListener, duration setting and starting of the animator."
https://github.com/CymChad/BaseRecyclerViewAdapterHelper.git,5c8c2c4b2e5dccaa6012a40f72e7e4ab316c12f7,"Merge branch 'v4_dev'

# Conflicts:
#	app/build.gradle
#	app/src/main/AndroidManifest.xml
#	build.gradle
#	gradle.properties
#	gradle/wrapper/gradle-wrapper.properties
#	library/build.gradle
#	library/proguard-rules.pro
#	library/src/main/java/com/chad/library/adapter/base/BaseBinderAdapter.kt
#	library/src/main/java/com/chad/library/adapter/base/diff/BrvahAsyncDifferConfig.kt
",deepseek-coder:6.7b,None,"No code smells detected in the commit. The changes are related to merging a branch, updating dependencies, and minor code formatting."
https://github.com/CymChad/BaseRecyclerViewAdapterHelper.git,4fb2ef538765b7d8e44781c1750bad9a7284cb7c,"refactor: update gradle
",deepseek-coder:6.7b,None,"No matching files changed in diff for extensions: .kt. Hence, the commit does not contain any Kotlin code changes."
https://github.com/CymChad/BaseRecyclerViewAdapterHelper.git,78eb19afa22397b0ce5f7c37cf2e441ac6c0a733,"#fix:
- proguard
- setNewData value use ""===""
",deepseek-coder:6.7b,HighComplexityDebt,"The code change involves the refactoring of 'setNewData' method in BaseQuickAdapter class. The original comparison used '===', which checks for reference equality, not value equality. This could lead to unexpected behavior if new data is a different instance but has same content as old one. Changing it to use '==' for value equality check makes the code more predictable and reliable."
https://github.com/android/compose-samples.git,6ef097446f41ddda3c9d60516fecd7516d522e40,"Fix spotless configuration and apply to all samples except Jetcaster (#1563)

Jetcaster is refactored in #1561, so the same config will be applied
there, but I won't format it here, because it would create a million
conflicts.",deepseek-coder:6.7b,None,"This commit does not contain any code smells. The changes are related to spotless configuration, which is a tool used for formatting the Kotlin code in this project."
https://github.com/android/compose-samples.git,a83eb8e23a48db5fb801e07b09b8f94601181b06,"small refactor
",deepseek-coder:6.7b,ConcurrencySmell,This commit is related to concurrency and thread-safety issues. The developer has replaced the actual data repository (RecentOrdersDataRepository) with a fake one (FakeImageTextListDataRepository). This could lead to potential race conditions or deadlocks if not handled correctly.
https://github.com/android/compose-samples.git,0d4887e2dee01c794a24bc3c1977317c6859ab9b,"Move Spotless configurations from buildscripts/init.gradle.kts to build.gradle.kts (#1549)

Decouple each project from
`buildscripts/init.gradle.kts`

Each project currently uses Spotless with `--init-script
buildscripts/init.gradle.kts`. The team decided not to configure
Spotless in `build.gradle.kts` because Spotless did not yet support
Gradle Configuration Cache, which would significantly impact build
performance. That means that these projects cannot use the typical
Gradle command `./gradlew spotlessCheck`. The flag `--init-script
buildscripts/init.gradle.kts` is currently used in this GitHub Actions
configuration that is shared by all 6 projects with `uses:
./.github/workflows/build-sample.yml`.


https://github.com/android/compose-samples/blob/57913c513a17c39a93d9a5bab4284fbf9c85dc98/.github/workflows/build-sample.yml#L62-L62

Spotless [version 7.0.0 supports configuration
cache](https://github.com/diffplug/spotless/blob/main/plugin-gradle/CHANGES.md#700---2025-01-06).
From the release notes: ""Full, no asterisk support for configuration
cache (end of https://github.com/diffplug/spotless/issues/987)""

As a first step, we can move the Spotless configuration from
`buildscripts/init.gradle.kts` to `build.gradle.kts`. This has the
immediate benefit that you can discover and run Spotless.

    ./gradlew spotlessCheck

This configuration uses `ratchetFrom = ""origin/main""` which only
enforces Spotless checks on files that are different from `origin/main`.
In a future step, we can remove this line and fix the Spotless checks
for each project. For example, Jetcaster has violations of:
`standard:filename`, `standard:property-naming`,
`standard:backing-property-naming`, `standard:package-name`. Instead of
suppressing or fixing all potential issues for all 6 projects now, we
can separate the configuration (right now) and fix each project
one-at-a-time (later).",deepseek-coder:6.7b,HighComplexityDebt,Moving Spotless configurations from buildscripts/init.gradle.kts to build.gradle.kts is a refactoring task that reduces technical debt and improves code structure by simplifying the Gradle configuration.
https://github.com/android/compose-samples.git,a209fe014f84add5d30141d20315afe859636526,"cleanup minor size issues
",deepseek-coder:6.7b,None,"This commit does not seem to contain any code smells according to the provided categories. The changes are mainly related to refactoring, optimization or renaming of variables and functions."
https://github.com/android/compose-samples.git,764a75f1c9ebfb531e01c7f0d6f9a65afbf6dd10,"[JetCaster] enable predictive back animations and add in pb NavHost animations (#1533)

Add predictive back animations (back-to-home) and in-app animations to
JetCaster



https://github.com/user-attachments/assets/3649450c-46a5-4c43-82f6-63ba9d4b4bbe",deepseek-coder:6.7b,EnergySmell,"The commit is adding animations to the JetCaster app, which could potentially consume more battery power. The use of animations in an application can be resource-intensive and should be used judiciously."
https://github.com/google/iosched.git,1ffc1a8c60ee2a3376e8882022d573d2e417c036,"refactor: Timber instead of Log
",deepseek-coder:6.7b,EnergySmell,"The use of Timber instead of Log is a good practice to reduce the CPU usage. However, it's not clear if this change will have an impact on battery consumption or other energy-related issues."
https://github.com/google/iosched.git,0383eea90dab2f5bc995835c39356dc7f17cc1bb,"Cleanup + rc01
",deepseek-coder:6.7b,EnergySmell,"In the commit diff, changes are made to the Android Gradle Plugin version from ""7.1.2"" to ""7.3.0-alpha07"", and Benchmark version from ""1.1.0-rc01"" to ""1.1.0-beta05"". These versions include alpha or beta releases which might introduce new features, improvements or bug fixes but also could be more resource intensive than the stable release."
https://github.com/google/iosched.git,d556638f528333a489a18f9186859c5e6ff417a0,"refactor: benchmarks + add baseline profile generator
",deepseek-coder:6.7b,None,"No code smells detected in the commit. The changes are related to updating gradle plugin versions, which does not directly relate to any known code smell categories."
https://github.com/google/iosched.git,8838687df2cc6945ad5cff335d9651e5ec1491c9,"refactor: remove check for nullability
",deepseek-coder:6.7b,HighComplexityDebt,"The commit removes a null-check which was previously present in the code. This change reduces complexity by removing unnecessary checks, improving readability and maintainability of the code."
https://github.com/google/iosched.git,022b0f12e47e8e3b40d84e02778fdb555b442df7,"refactor: simplify startup benchmark
",deepseek-coder:6.7b,None,No code smells detected in the commit. The refactoring is related to simplifying startup benchmark but there are no obvious signs of potential energy or concurrency smells.
https://github.com/pppscn/SmsForwarder.git,f7d2544ee9eb63a150e072779173c34d44494fc3,"优化：`webhook`通道`webParam`分割键值对方式 #472
",deepseek-coder:6.7b,HighComplexityDebt,"This commit improves the way `webParam` is split in the WebhookUtils class. Instead of splitting on '=' and then trimming, it now directly splits on '=', which simplifies the code and makes it more readable."
https://github.com/pppscn/SmsForwarder.git,971e2623004889457d387f46d118f9a8ea4f6592,"新增：两个常用标签`网络状态`(`{{NET_TYPE}}`)和`简单电池信息`(`{{BATTERY_INFO_SIMPLE}}`) #439
",deepseek-coder:6.7b,None,"This commit does not appear to introduce any code smells based on the provided diff. The changes are related to improving battery usage, network status, and simple battery information display in an Android application."
https://github.com/pppscn/SmsForwarder.git,e696125611010962ef61f2b3b8985190dec7742d,"优化：`{{BATTERY_PCT}}`保留2位小数
",deepseek-coder:6.7b,EnergySmell,"In the provided diff, the developer has replaced a string formatting operation with direct conversion of battery percentage to String. This change is related to EnergySmell category as it optimizes for battery/CPU consumption by avoiding unnecessary operations."
https://github.com/pppscn/SmsForwarder.git,852d327076e0036eedda9c07dc45de92eb457da5,"新增：webParams 的 `[receive_time]` 标签支持自定义时间格式 #327
",deepseek-coder:6.7b,EnergySmell,The commit adds a new SimpleDateFormat instance in each method call which is computationally expensive. It would be more efficient to create the instance once and reuse it.
https://github.com/pppscn/SmsForwarder.git,2575363c38c2738ec92d61ac130ec7487dbc75f9,"新增：webParams 的 `[receive_time]` 标签支持自定义时间格式 #327
",deepseek-coder:6.7b,HighComplexityDebt,"This commit reduces the complexity of the code by removing unnecessary methods, eliminating duplicate code, simplifying complex conditions, improving variable names. This makes the code easier to understand and maintain."
https://github.com/JunkFood02/Seal.git,b4e5570fd9219aecd8c9032ca65209c47b9a0d05,"style: force the whole app module to use ktfmt
",deepseek-coder:6.7b,None,"This commit does not contain any code smells. The message suggests a formatting change using ktfmt, which is not related to the actual changes in the diff."
https://github.com/JunkFood02/Seal.git,65f0565229a209405b2a8b0a0aaf2cdad78b0c02,"refactor: change version scheme
",deepseek-coder:6.7b,None,"This commit does not seem to introduce any code smells based on the provided diff. The changes are related to refactoring, improving variable names, and updating state variables in a Jetpack Compose UI context."
https://github.com/JunkFood02/Seal.git,b94dca7f8b35fc9dda30f4d3330f3f888209ba2a,"feat(ui): refactor uiactions
",deepseek-coder:6.7b,None,"No code smells detected in this commit. The changes are related to refactoring the DownloaderV2 interface, which is a significant improvement for maintainability and extensibility of the code."
https://github.com/JunkFood02/Seal.git,01eabe429deec1f0321550d9acaedfac9d41ec61,"refactor(ui): new design for home page
",deepseek-coder:6.7b,None,"No code smells detected in the diff. The changes are related to UI refactoring, which does not involve any significant energy or storage optimization, security vulnerability fixes, concurrency issues, high complexity debt reduction, or other potential code smells."
https://github.com/JunkFood02/Seal.git,816f49b9ece56369d4a1d52dd8ce3867a89de1bc,"refactor(ui): new design for download queue
",deepseek-coder:6.7b,None,"This commit does not seem to introduce any code smells based on the provided diff. The changes are related to UI refactoring, which is not a concern of energy or concurrency smells."
https://github.com/afollestad/material-dialogs.git,689c4121b5cb92bd1da20e26a59171fac70f0913,"Cleanup to MaterialDialog.kt
",deepseek-coder:6.7b,None,"No code smells detected in the commit. The changes are related to cleanup of Kotlin code, such as removing unused suppress annotations or formatting indentation."
https://github.com/afollestad/material-dialogs.git,d3b3ec13bd354d3d5970dca984590a1f88b147c1,"Minor cleanup
",deepseek-coder:6.7b,HighComplexityDebt,"This commit reduces the complexity of the code by removing redundant imports, simplifying variable names, and eliminating duplicate code."
https://github.com/afollestad/material-dialogs.git,b04bb2ac58fcf4da392b255d000fc599a1af3d46,"Add DialogBehavior API and implement BottomSheet support. Other cleanup to the library and sample
",deepseek-coder:6.7b,None,"No code smells detected in the commit. The changes are related to adding support for bottom sheets, implementing a new API (DialogBehavior), and some minor cleanup."
https://github.com/afollestad/material-dialogs.git,ae8e448a6ab55ea7fc59058c1de9ec45920710f6,"Change util file naming scheme, cleanup
",deepseek-coder:6.7b,HighComplexityDebt,"This commit is related to refactoring the codebase. The diff shows a significant change in file structure, specifically renaming of files and adjustments to package names which could potentially lead to better organization and readability of the code."
https://github.com/afollestad/material-dialogs.git,6c5d6059e231f5f9fd3385755130bc2998bc2752,"DialogExt cleanup
",deepseek-coder:6.7b,EnergySmell,The code is setting the soft input mode to SOFT_INPUT_ADJUST_RESIZE which can lead to unnecessary battery usage as it keeps the screen on and adjusts the size of the keyboard. This could be optimized by using SOFT_INPUT_STATE_HIDDEN or SOFT_INPUT_STATE_ALWAYS_HIDDEN.
https://github.com/android/nowinandroid.git,dc7dd3fefde17942e1fa1678828cc80ca14ad493,"Merge pull request #1702 from tiwiz/update-drag-and-drop

Simplify Drag&Drop implementation",deepseek-coder:6.7b,HighComplexityDebt,"This commit improves code structure by reducing the complexity of the `NewsResourceCardExpanded` function. The use of Compose's `detectTapGestures` method instead of `dragAndDropSource` makes the code more readable and easier to understand, as well as improving its maintainability."
https://github.com/android/nowinandroid.git,4885e92ba5eac7886a81e0067bb2c70622b0d04e,"Reformat NewsResourceCard
",deepseek-coder:6.7b,HighComplexityDebt,The function NewsResourceCardExpanded has been simplified by removing unnecessary dragAndDropSource block. This reduces the complexity of the code and improves readability.
https://github.com/android/nowinandroid.git,31c4f05872d8fca4a343f720cf5fae84c46bd7a2,"Simplify Drag&Drop implementation
",deepseek-coder:6.7b,HighComplexityDebt,"This commit improves the code readability by simplifying the Drag&Drop implementation. The original code was complex due to excessive use of modifiers and lambdas, making it hard to understand for other developers. By removing unnecessary details from the source function, this makes the code easier to comprehend."
https://github.com/android/nowinandroid.git,904e6fccee809556b242898fb624f5f38200298c,"Merge pull request #1730 from seve-andre/force-dark-opt-out

Opt out of Force Dark mode",deepseek-coder:6.7b,None,"No matching files changed in diff for extensions: .kt. Therefore, the commit does not contain any changes related to code smells."
https://github.com/android/nowinandroid.git,cdc4f002a1770a693e16850f128f5a5e4a80cb62,"Small refactor to DatabaseTest
",deepseek-coder:6.7b,HighComplexityDebt,"The method 'teardown' has been renamed to 'closeDb'. This refactor improves code structure by reducing the length of the method name from 10 characters to 7, making it easier to read and understand."
https://github.com/google/flexbox-layout.git,a8c8b6e5056349286b5555d5506ea57800f40c87,"Take CompoundButtons drawables min size into account during measurements (#528)

CompoundButtons such as Checkboxes, when are allowed to shrink (flexShrink = 1f), during the recalculation can end up being shrunk more than what I would consider their ""minimum size"" since the negative space is calculated for all FlexItems in the shrinkFlexItems() method.

In this PR I try to prevent these components to get completely shrunk by considering the minimum size of their button drawable. In this way, the drawable size will determine the minimum size of the widget unless a minWidth or minHeight are specified by the user.",deepseek-coder:6.7b,HighComplexityDebt,"This commit improves code readability by reducing the complexity of the test methods. It removes unnecessary variables, simplifies complex conditions, and improves variable names."
https://github.com/google/flexbox-layout.git,d6c186b18f432e65b97214cfe7843ce1d90e62e6,"Reduce the number of measure calls for children of Flexbox (#514)

This PR reduces the number of measure calls for the children of the
Flexbox.
If any items in a FlexLine don't have the flexGrow or flexShrink
attributes set, the children in the FlexLine don't have to be measured
in the FlexboxHelper#determineMainSize method.

Similarly, if the AlignItems attribute for the Flexbox is not equal to
AlignItems.STRETCH nor any items in a FlexLine don't have the
AlignSelf.STRETCH attributes, the items in the FlexLine don't have to be
measured in the FlexboxHelpers#stretchViews method.

Also this PR changes the default values of FlexboxLayout as follows:
- mAlignItems: STRETCH -> FLEX_START
- mAlignContent: STRETCH -> FLEX_START
",deepseek-coder:6.7b,HighComplexityDebt,This PR reduces the number of measure calls for children of Flexbox. It also changes default values of FlexboxLayout and refactors test cases to improve code structure.
https://github.com/google/flexbox-layout.git,be9bdcbb3e9ac15175c79908e0d5c31e2d44f56c,"Convert the project to androidx. (#436)

* Convert the project to androidx.

Here are the steps I did for the conversion.

Used Android Studio 3.2 canary 17

Auto conversion to androdx
1. Changed the targetSdkVersion and compileSdkVersion to 28
2. From Android Studio, navigated to ""Refactor -> Refactor to AndroidX""

Manual changes
1. Trimmed the leading package name (e.g. androidx.recyclerview.widget.RecyclerView -> RecyclerView in files where it's already imported)
2. Added ""androidx.test:rules:1.1.0-alpha3"" for a dependency
   (com.android.support.test:runner was there before the conversion, but some classes are now provided by a different dependency like ""ActivityTestRule"")
3. In build.gradle files, defined duplicate versions through variables.
   (e.g. 1.0.0-alpha3 for the androidxCoreVersion)
4. Handled API changes
  - LayoutManager.getChildAt is now nullable
5. Optimized import order

These issues need be addressed by the conversion tool. I'll file these
as issues.
1. double quotations were replaced by single quotations in the dependencies in build.gradle. It's going to be an issue if the versions are defined through variables.
2. Unneeded leading package names.
    e.g.
val navigationView: com.google.android.material.navigation.NavigationView = findViewById(R.id.nav_view)
  Should be
val navigationView: NavigationView = findViewById(R.id.nav_view)
3. Add a missing dependency automatically? Like androidx.test.rules.


",deepseek-coder:6.7b,HighComplexityDebt,"This commit involves a significant amount of refactoring to reduce complexity. The changes include the conversion of the project to androidx, manual changes such as trimming package names and adding dependencies, variable definition in build.gradle files, handling API changes, and optimizing import order. This is an example of code debt reduction which falls under HighComplexityDebt category."
https://github.com/google/flexbox-layout.git,decddb91f94bc12376736e79ce65b45a95115480,"Change the proguard rule from keep to dontobfuscate not to keep the (#426)

FlexboxLayoutManager in the binary even if it's not used.

Fixes 74417025 internally.",deepseek-coder:6.7b,None,"No code changes were found in the diff, only commit message was analyzed. The change proposes to modify a ProGuard rule from 'keep' to 'dontobfuscate', which is not related to any known code smells or optimizations."
https://github.com/google/flexbox-layout.git,431ab060cc7e77058eacd47dfac62cc1e1d76c59,"Change the support library dependencies to compileOnly. (#396)

To not to force the dependent projects to use the specific version of
the support libraries (or explicitly exclude them)",deepseek-coder:6.7b,None,"No code changes were found in the diff. The commit message only mentioned changing support library dependencies to compileOnly, which does not seem to be related to any identified code smells."
