repo_url,commit_sha,commit_message,potential_category,llm_model,llm_classification,llm_reason
https://github.com/thunderbird/thunderbird-android.git,0f05520d3ff9bd73f820af222cd8d8bf1d9f4bea,"refactor(drawer): remove toArgb call
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit removes `toArgb()` calls and changes function parameters from Color to Int, suggesting a refactoring for better code structure or compatibility. The impacted files show modifications related to color calculations and conversions, indicating an improvement in technical debt by possibly aligning with expected types or simplifying interactions between different parts of the codebase."
https://github.com/thunderbird/thunderbird-android.git,8f417132b35c9b70afe6cae3cd8d0449b3db9b51,"Cleanup remaining fakes
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored FakeAccountOAuthViewModel to improve its structure by adding a list for events, implementing initState and event handling properly. This refactoring reduced complexity and improved maintainability. Additionally, replacing FakeAccountOAuthViewModel with PreviewAccountOAuthViewModel in preview files further indicates an effort to clean up and optimize code."
https://github.com/AlmasB/FXGL.git,af441730053ec5020b15a3fd008798a6bac03ecb,"cleanup
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored the FollowComponent class by extracting a separate canMove() function, improving code readability and maintainability. It also simplified conditions within the onUpdate method and removed redundant comments. These changes align with characteristics of HighComplexityDebt, focusing on reducing technical debt and enhancing code structure."
https://github.com/Ehviewer-Overhauled/Ehviewer.git,53f2c7126b4999b9515dd53a8de91299d74d9471,"Add debug info for tracing resource leak
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The changes involve removing debug logging statements and minor code adjustments, which suggests a focus on refining the codebase rather than addressing performance or security issues directly. The removal of `Log.d` calls and related constants indicates an effort to declutter or streamline the code, aligning with reducing technical debt."
https://github.com/bitwarden/android.git,31311964d0e6cf2624cdc8fbfad4068c0a7d554b,"Cleanup minor lint warnings (#5081)

",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit removes unnecessary parameters from Room database builders, specifically 'dropAllTables = false' which is the default behavior. This change simplifies the code and reduces complexity."
https://github.com/bitwarden/android.git,31311964d0e6cf2624cdc8fbfad4068c0a7d554b,"Cleanup minor lint warnings (#5081)

",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit removes unnecessary parameters from Room database builders, specifically 'dropAllTables = false' which is the default behavior. This change simplifies the code and reduces complexity."
https://github.com/firebase/quickstart-android.git,fb1c8151a201ea7db67068c40b5ed33b95cf387d,"refactor(crash): implement viewBinding
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the MainActivity to use viewBinding, replacing data binding and simplifying the code. The changes involve removing redundant imports, reducing complexity in setting up the content view, and streamlining event handling for a crash button click listener."
https://github.com/KotatsuApp/Kotatsu.git,0015c5704a84daa28dd16e15fed84b7822203b50,"Fix ignoring external sources in global search
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The changes involve refactoring and simplification of code, specifically removing redundant logic for handling external sources in `MangaSourcesRepository` class. The removal of unnecessary variables and streamlining of source retrieval indicate an effort to reduce technical debt."
https://github.com/open-ani/animeko.git,d2646e18ae2d3f0a1a9a78090297dd5aa0f92ff1,"fix server commit storage
",StorageBloatSmell,llama4:latest,StorageBloatSmell,"The commit removes a redundant lambda function `save` that was used to write data to a file. The removal of this lambda and its associated call site suggests an optimization of disk writes, aligning with the StorageBloatSmell category."
https://github.com/ankidroid/Anki-Android.git,f0e5c32adabb80844e3af5fa85f963f8ed76e60c,"refactor: commons compress improvements
",StorageBloatSmell,llama4:latest,HighComplexityDebt,"The changes refactor the `TgzPackageExtract` class to improve performance and structure. The use of a while loop instead of `forEach` allows for more control over the iteration process, enabling the addition of a check for too many files before processing them. This refactoring reduces technical debt by making the code more maintainable and efficient."
https://github.com/firebase/quickstart-android.git,0cd26cdf13ef3be4d6901286d5bca5dda571d9d8,"refactor(app-indexing): update to 19.2.0 (#1269)

",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit updates Firebase App Indexing to version 19.2.0 and simplifies instances of `FirebaseAppIndex.getInstance()` by removing the context parameter, aligning with API changes likely introduced in that version."
https://github.com/iSoron/uhabits.git,248ba50a8eb04cbe04a349ba4e27221164330131,"Reformat source code
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit message 'Reformat source code' and the provided diff suggest that changes were made to improve code readability. The reformatting of lines, addition of spaces for indentation consistency (e.g., `pRing!!.color  =` to `pRing!!.color  =`), and adjustments in conditional statements (e.g., `if  (isStrokedTextEnabled)` to `if  (isStrokedTextEnabled){`) indicate an effort to reduce technical debt by making the code structure more consistent and easier to understand."
https://github.com/kizitonwose/Calendar.git,0822247d56f0121d3ff1742bf754a0d38a1ecdc4,"Refactor HomeOptionsAdapter.
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors HomeOptionsAdapter to ExamplesAdapter, renaming classes and variables for consistency. It simplifies RecyclerView Adapter implementation by introducing a BaseObjectViewHolder. These changes improve code structure and reduce technical debt."
https://github.com/SimpleMobileTools/Simple-Gallery.git,4b104fc8d61458f408430b45dce74b71babc131d,"do not allow picking the source folder as the destination at copy/move
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The changes focus on removing a condition that prevented picking the source folder as the destination during copy/move operations. This involves modifying the `PickAlbumDialog` and `CopyDialog` classes to exclude the source path from being selected as a destination, improving user experience by preventing potential errors. The modifications reduce complexity in directory selection logic."
https://github.com/AlmasB/FXGL.git,68d4912b6edf50277c5ae9f195dbc80c2e531b46,"refactored back exception handling
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored exception handling, introducing a new error dialog with more detailed information and removing redundant code. The changes improved code structure by extracting a separate method for creating an error dialog was not done but the content of it has been modified to include stacktrace details.The removal of 'stopMainLoop()' call suggests that this refactoring aimed at improving technical debt."
https://github.com/bitwarden/android.git,2be47c5b0fe590cdc739f4d1047edde7205f6751,"Minor cleanup of LoginWithDeviceViewModel (#881)

",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The changes involve refactoring a method to avoid using a generic updateContent function and instead directly updating the state. This is evident from replacing 'updateContent' with specific updates within 'handleErrorDialogDismissed' and 'setIsResendNotificationLoading'. The code becomes more straightforward by eliminating an inline function, which reduces complexity."
https://github.com/bitwarden/android.git,2be47c5b0fe590cdc739f4d1047edde7205f6751,"Minor cleanup of LoginWithDeviceViewModel (#881)

",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The changes involve refactoring a method to avoid using a generic updateContent function and instead directly updating the state. The new code is more explicit about handling different view states, which improves readability and maintainability. This refactoring aligns with reducing technical debt by making the code structure clearer."
https://github.com/InsertKoinIO/koin.git,cef570f86612566b419bc2bb65aa539ef771d5f2,"start optimization
",EnergySmell,llama4:latest,HighComplexityDebt,"The changes involve reorganizing code to improve performance, such as moving logging and measuring duration. The commit message mentions 'start optimization', indicating an intent to reduce complexity or improve efficiency."
https://github.com/mozilla-mobile/fenix.git,8a599bbf4e1b509edbf1fa6efc2a5ba785419790,"For #26444: Refactor HomeSectionHeader to have optional show all text.
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the HomeSectionHeader composable function to make the show all text optional, removing nullability and simplifying the code structure. The change removes an unnecessary let block and makes the onShowAllClick callback non-nullable, improving code readability and maintainability."
https://github.com/streetcomplete/StreetComplete.git,8e9d4ad08a6dcd31dfa8be5b70e157c8279cec28,"Simplify max speed quest logic (#5430)

",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit simplifies max speed quest logic by introducing country-specific handling for Great Britain, reducing complexity through more straightforward conditional checks and eliminating redundant else conditions. This refactoring improves code readability and maintainability."
https://github.com/AlmasB/FXGL.git,b65abfb7749ec7395797676d10348dca1e1fbb82,"fixed Tiled loading tiles with transparency, cleanup
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored the `TilesetLoader` class to fix Tiled loading tiles with transparency and performed cleanup. The changes involved removing unnecessary imports, simplifying image loading logic, and introducing a new method `loadTexture` in `AssetLoader`. These modifications suggest an effort to improve code structure and reduce technical debt."
https://github.com/AlmasB/FXGL.git,1ad2c4e6ab91fd84ad6eb77c93b206f039d7065e,"refactor computeCentroid()
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit message 'refactor computeCentroid()' and the removal of a large test class suggest that the changes aim to improve code structure, likely by simplifying or removing complex logic related to centroid computation. The refactor could involve breaking down long methods or eliminating duplicate code."
https://github.com/thunderbird/thunderbird-android.git,69a2643b4e20eea68da6cfa85e559f515fada92f,"Add connection security
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit introduces a new enum class ConnectionSecurity and related functions, which seems to be a straightforward addition of a new feature. However, it replaces existing code, suggesting refactoring. The changes eliminate previous implementation details, aligning with reducing technical debt or improving code structure."
https://github.com/google/iosched.git,fe37830d56c5e2068e16c2e6089eb308c507411b,"Merge ""Clean up sticky header code for readability."" into 2018-development",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored a method by merging its logic into another, reducing code duplication. Specifically, it removed the `createHeader` function and directly created a `StaticLayout` within the `timeSlots` map. This change improves readability and maintainability of the code."
https://github.com/AlmasB/FXGL.git,128c84cea402862ebf487788b50cf09a9346c1b9,"refactored to use Platform
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored code to use Platform, replacing direct settings access with FXGL facade methods like `isBrowser()`, `isMobile()` and `isDesktop()`. This change improves encapsulation and reduces coupling between classes. The modifications also removed redundant conditions and improved logging."
https://github.com/mihonapp/mihon.git,152fdec855cccfb479af8f74f1d4099be0ac399c,"Minor cleanup and remove unused dependencies
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit message mentions 'Minor cleanup and remove unused dependencies'. The diff shows removal of unused imports, optimization of conditional statements and minor adjustments to code formatting. These changes align with refactoring to reduce technical debt and improve code structure."
https://github.com/aniyomiorg/aniyomi.git,152fdec855cccfb479af8f74f1d4099be0ac399c,"Minor cleanup and remove unused dependencies
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit message mentions 'Minor cleanup and remove unused dependencies'. The diff shows removal of unused imports, simplification of conditional statements, and minor code restructuring. These changes suggest an effort to reduce technical debt and improve code structure."
https://github.com/d4rken-org/sdmaid-se.git,de89e3ac4a28a74cc485bcd2cc9e73279e52f1b3,"Code fluff & cleanup
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit message mentions 'Code fluff & cleanup' and the diff shows removal of unused imports (10 lines deleted) and addition of new ones, suggesting a refactoring effort. The changes also reorganize constructor parameters and modify coroutine scope usage, indicating an improvement in code structure."
https://github.com/VREMSoftwareDevelopment/WiFiAnalyzer.git,e43029baf47512215d076bb1001497339a9644ed,"code cleanup
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The changes primarily involve code refactoring with improvements to lambda expressions and type declarations. The addition of explicit type parameters, such as 'Predicate' in AllPredicateTest, and adjustments to string conversions in RepositoryTest indicate efforts to enhance clarity and precision."
https://github.com/ankidroid/Anki-Android.git,c05bdb66712c76811e64f1042648720526884edd,"[Kotlin Cleanup] PeripheralKeymapTest
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit appears to be focused on Kotlin code cleanup, with changes including replacing `when` with `whenever`, and `is` with `equalTo`. The addition of `@KotlinCleanup` annotations suggests that the developer is addressing IDE lint warnings. These modifications aim to improve code structure and readability."
https://github.com/open-ani/animeko.git,2805f5a5e1ea8fe412cdc7961b18c3194664180d,"增加加载新的 MediaSource 的示例步骤
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit removes several lines of documentation and code related to loading and configuring MediaSource, including a section on making an app detect new MediaSource. The changes seem focused on simplifying or reorganizing existing functionality rather than introducing performance optimizations, security fixes, or storage adjustments."
https://github.com/SimpleMobileTools/Simple-Calendar.git,04f83c00b0f7504a8d389d1368dd1c59ba9bbd99,"minor refactoring
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored a when expression to consistently use return statements, improving code readability and structure. Specifically, it changed early returns within a when statement to be more explicit by using 'return', which aligns with common Kotlin practices for handling such constructs."
https://github.com/ankidroid/Anki-Android.git,bcedcd0a221d0822475905e4d4e38cf7233c779b,"refactor: remove IO activity
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit removes an entire activity and related code, reducing complexity. The removal of `SingleFragmentActivity` usage and introduction of a new `ImageOcclusionActivity` suggest a refactoring effort to improve code structure."
https://github.com/firebase/quickstart-android.git,8cbf420f9c813deeba2fb94d04550e9039893886,"refactor(perf): implement viewBinding
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the code to use viewBinding, replacing databinding and synthetic imports. This change simplifies the code by removing unnecessary complexity introduced by multiple binding systems."
https://github.com/ankidroid/Anki-Android.git,af5c02214e49d03f7b2850a3f542014ceb445cfd,"[Kotlin Cleanup] DirectDateInstantiation
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors code to use Kotlin's built-in features and annotations, such as `@KotlinCleanup`, `@JvmField`, and replacing `mutableListOf` with `ArrayList`. These changes aim to improve the code structure and adhere to best practices. The removal of unnecessary suppressions and imports also contribute to a cleaner codebase."
https://github.com/ankidroid/Anki-Android.git,5f386037bc3691926e637bd6560b5380982f0d9a,"Kotlin Cleanup [FinderTest.kt] (#12515)

* rename `val` to `deck`

* fix: IDE lint",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors variable names, such as renaming `val` to `deck`, and fixes IDE lint issues. The changes also include adding a KotlinCleanup annotation. These modifications suggest an effort to improve code readability and structure."
https://github.com/didi/booster.git,dcd946f04dca275ebe6a1db22ea8ecd01de41d9f,"Refactor transformer loading
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors transformer loading, removing a large block of code and presumably improving maintainability. The removal of 53 lines without adding any suggests simplification. No clear signs of energy, concurrency, storage or security issues are present in the diff."
https://github.com/aniyomiorg/aniyomi.git,409b989233b5f7b5f2b373cee0c5f3b115c65f68,"fix some animesource stuff
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit simplifies the SAnime copyFrom method by removing a conditional block, and also refactors import statements and class references (e.g., BrowseAnimeSourceController to BrowseSourceController). These changes aim to reduce technical debt and improve code structure. There is no clear evidence of optimizations related to performance, storage, security or concurrency."
https://github.com/coil-kt/coil.git,c6c636c9340cb5a34167294665693cde0846b904,"Pass TimeSource to CrossfadePainter. (#2723)

",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The changes involve passing a TimeSource to CrossfadePainter and adjusting its internal implementation. This refactoring improves code structure by making time source handling more explicit and flexible, potentially reducing complexity."
https://github.com/JetBrains/compose-multiplatform.git,689f63112a49aa8dbf8f04d9498d658b1a06798a,"Gradle Plugin: Simplify coroutines version check (#4283)

",HighComplexityDebt,llama4:latest,ConcurrencySmell,The commit changes the condition for checking the kotlinx-coroutines version from 'startsWith(
https://github.com/ankidroid/Anki-Android.git,3b30f0b77ce4c7160b0f53c0aee873f3b315b8f9,"refactor: add PreviewerActivity.getIntent()
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors PreviewerActivity to extract a getIntent() method, moving the intent creation logic from PreviewerFragment. This change improves code structure by reducing duplicated code and enhancing reusability."
https://github.com/AlmasB/FXGL.git,39373edc876cb19bca07651b3e488eed1376f37d,"added test cases, refactor
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactored error handling for texture loading, introducing a new function `loadFailed` to create and log exceptions. This change simplifies exception creation and improves code readability by extracting a separate method. Additionally, test cases were added or modified in AssetLoaderTest.kt."
https://github.com/streetcomplete/StreetComplete.git,4dd6068d43326c09333d9f88595959d51550b723,"solve performance problem on deselecting all quests
",EnergySmell,llama4:latest,EnergySmell,"The commit replaces a synchronized function `setAllVisible` that iterates over all quest types with individual `setVisible` calls, reducing unnecessary iterations and potential blocking. Additionally, it removes usage of `withLock` and `Mutex`, which could be related to performance improvements. The change seems focused on optimizing the performance of deselecting all quests."
https://github.com/streetcomplete/StreetComplete.git,21b4897967dc9163f98ed53aeb138fd2265407fd,"refactor layout setting
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the layout setting by replacing a separate function `setLayoutBasedOnInterfaceMode()` with an inline `when` expression and directly calling `setLayout()`. This change eliminates duplicate code, reduces method count, and improves readability. The changes also make the logic more straightforward."
https://github.com/Kunzisoft/KeePassDX.git,c4062658ce6e180db0ee6cddf7802d87e5821f8b,"Fix search info parcelable
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit removes fields and their corresponding parcelable read/write operations from the SearchInfo class, indicating a refactoring effort to simplify the class structure. This change reduces complexity by eliminating unused or redundant code."
https://github.com/Ehviewer-Overhauled/Ehviewer.git,2fed6104706cb3784ef188642cbe4b80bf1d40f9,"Cleanup listThumbSize pref
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The changes involve refactoring the `listThumbSize` property in Settings.kt to introduce lazy initialization and a backing field, reducing complexity. The removal of the `_listThumbSize` delegated property and introduction of `LIST_THUMB_SIZE_INITED` flag also indicate an effort to simplify code logic."
https://github.com/zhanghai/MaterialFiles.git,da811cc7ddee39383828ed1c3f166d9b26571085,"[Refactor] Reorder code.
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit reorders code, specifically moving extensions related to animation times and display dimensions. This change improves readability by grouping similar functionality together, which aligns with reducing technical debt and improving code structure."
https://github.com/mihonapp/mihon.git,56c19e57a9c062341c848975a150ca21d151006e,"Add help shortcut for source migration (closes #3951)
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit removes unused imports, deletes code related to handling options menu and help URL. This refactoring simplifies the class by eliminating unnecessary methods (onCreateOptionsMenu, onOptionsItemSelected) and variables, improving code structure."
https://github.com/aniyomiorg/aniyomi.git,56c19e57a9c062341c848975a150ca21d151006e,"Add help shortcut for source migration (closes #3951)
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit removes unused imports, deletes code related to handling options menu and help URL. This refactoring simplifies the class by eliminating unnecessary methods (onCreateOptionsMenu, onOptionsItemSelected) and variables, improving code structure."
https://github.com/LibChecker/LibChecker.git,36a93aa909cdac3e6d295b63f56b468d5345c277,"Remove resource id checks to accommodate aapt package id overrides (#720)

",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The changes involve refactoring code to accommodate aapt package id overrides by introducing new logic for handling resource ids, including adding a `maybeResourceId` function and modifying existing functions like `resIdToPath`. This refactoring aims to improve how the app handles and displays resource information, suggesting an effort to reduce technical debt and enhance code structure."
https://github.com/ankidroid/Anki-Android.git,7e972cab2b7f41bc350869c57dc2bd8730915322,"refactor: lazy initialize mAudioFocusRequest
",HighComplexityDebt,llama4:latest,HighComplexityDebt,The commit refactors the initialization of `mAudioFocusRequest` from a lazy delegate to an explicit null initialization and subsequent assignment. This change simplifies the code by removing the conditional logic within the lazy delegate and makes it more straightforward to understand when `mAudioFocusRequest` is initialized.
https://github.com/google/iosched.git,022b0f12e47e8e3b40d84e02778fdb555b442df7,"refactor: simplify startup benchmark
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the startup benchmark by simplifying the `measureRepeated` call and removing unnecessary imports, variables, and setup blocks. The changes reduce code complexity and improve structure by directly using `measureStartup` and eliminating redundant code."
https://github.com/Ehviewer-Overhauled/Ehviewer.git,f57917e2b6908f35539ad7246f4ae8dc3a0b55e0,"Minor cleanup
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors code for better structure and readability. It simplifies method calls, renames functions for clarity (e.g., `getPreviewThumbKey` to `getImageKey`), and improves error handling in `ArchivePageLoader` by explicitly managing a `ParcelFileDescriptor`. These changes aim to reduce technical debt."
https://github.com/mihonapp/mihon.git,2695a4d8c7fca617f513e0ac6fc92db230b0997a,"Update local source icon and differentiate from fallback source icon

Closes #8934
",SecurityVulnerability,llama4:latest,StorageBloatSmell,"The commit replaces multiple default source icons with local source icons across various densities (hdpi, mdpi, xhdpi, xxhdpi, xxxhdpi), reducing redundant assets. This change optimizes storage by removing or potentially consolidating icon resources, aligning with the StorageBloatSmell category."
https://github.com/aniyomiorg/aniyomi.git,2695a4d8c7fca617f513e0ac6fc92db230b0997a,"Update local source icon and differentiate from fallback source icon

Closes #8934
",SecurityVulnerability,llama4:latest,StorageBloatSmell,"The commit replaces multiple default source icons with local source icons across various densities (hdpi, mdpi, xhdpi, xxhdpi, xxxhdpi), reducing redundant assets. This change optimizes storage by only keeping necessary resources and likely reduces APK size."
https://github.com/libre-tube/LibreTube.git,4f1375a63d730bc907b905b61838588a860808b6,"refactor: Implement Parcelable in UpdateInfo
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit refactors UpdateInfo to remove Parcelable and @Parcelize annotations, instead using kotlinx.serialization for serialization. This change simplifies the data class and reduces complexity by removing unnecessary boilerplate code. The changes in UpdateAvailableDialog and MainSettings accommodate this shift by encoding and decoding UpdateInfo as a JSON string."
https://github.com/libre-tube/LibreTube.git,1ff730606317132b2f1a57fc13edd6d373d31156,"cleanup
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit removes redundant code, such as RequireRestartDialog and defaultNavBarItems. It also simplifies NavBarHelper by removing hardcoded defaults and unused imports. These changes improve code structure and reduce technical debt."
https://github.com/ankidroid/Anki-Android.git,f80c4e8a3ee66dcca590cd046c80f73423240a86,"refactor: Kotlin Cleanup: nullability
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the DeckDropDownAdapter class to address nullability issues, making the 'decks' parameter nullable and adding null checks. This change improves code robustness and maintainability by handling potential null values."
https://github.com/mozilla-mobile/fenix.git,4c343b8b3a705e4e79cdbf190b790caea0ced8ae,"For #21004 fix and refactor verifyBasicNavigationToolbarFunctionality UI test
",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors a UI test method `verifyNavURLBarItems` by extracting duplicated code into separate functions and reordering assertions, indicating an effort to simplify complex logic and improve maintainability. The changes also remove redundant function calls like `navURLBar().waitForExists(waitingTime)` and unused private functions such as `assertHomeScreenButton` and `assertSearchBar`."
https://github.com/yairm210/Unciv.git,f237adef4b67e7e4807f87ea7abb0ab88796e3c1,"Avoid pillaged great improvement from being replaced by resource improvement.
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The changes involve removing conditions related to unfinished great improvements and refactoring methods like `containsUnfinishedGreatImprovement()` into more straightforward logic, indicating an effort to simplify complex conditions and improve code structure."
https://github.com/SimpleMobileTools/Simple-Gallery.git,05da8af5e01b677859757f79e20849f4c85a9848,"sync the viewpager with tablayout at the security dialog
",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit simplifies the SecurityDialog class by removing unnecessary TabLayout and ViewPager listeners, streamlining the code. The removal of redundant code blocks like onTabReselected, onTabUnselected, onPageScrollStateChanged, and onPageScrolled reduces complexity."
https://github.com/mozilla-mobile/fenix.git,65637e9e2be0e45f17488b5100b7e9ce0ca1b153,"Use A-C version of Resources.getSpanned (#12358)

",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit replaces a call to `resources.getSpanned` with `resources.getSpannable`, and changes the parameters passed to it. This change appears to be related to using a different version of the function, as stated in the commit message. The actual logic for creating the spannable object is similar but uses listOf instead of varargs. There are 104 lines deleted which suggests some code restructuring."
https://github.com/yairm210/Unciv.git,4c88fbb996b353b24e24c477e02fa93d64366431,"Change map resource controls presentation (#9104)

",SecurityVulnerability,llama4:latest,HighComplexityDebt,"The commit removes conditional statements and redundant code, streamlining the `MapParametersTable` class. Specifically, it eliminates a comment label and modifies the `addSlider` function to always include 'Resource richness', suggesting an improvement in code structure by reducing technical debt."
https://github.com/libre-tube/LibreTube.git,c1e04664f008c8f92613a8bcf996aca66a7ec2be,"Merge pull request #4999 from Isira-Seneviratne/TypedArray_use

refactor: Use TypedArray.use extension",HighComplexityDebt,llama4:latest,HighComplexityDebt,"The commit refactors the DrawableTextView class to use TypedArray.use extension, replacing a direct call to obtainStyledAttributes and manual recycling. This change improves code structure by reducing boilerplate and ensuring proper resource cleanup."
